#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-04-10T06:08:15 [V7.4.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-04-10T06:08:15	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.all=2&-out.add=_Glon,_Glat&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=VIII/81B/sumss212&-order=I&-out=RAJ2000&-out=e_RAJ2000&-out=DEJ2000&DEJ2000=&gt;-30 & &lt;0&-out=e_DEJ2000&-out=Sp&-out=e_Sp&-out=St&-out=e_St&-out=MajAxis&-out=MinAxis&-out=PA&-out=dMajAxis&-out=dMinAxis&-out=dPA&-out=Mosaic&-out=Nm&-out=Xpos&-out=Ypos&-out.all=2&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_8081
#Name: VIII/81B
#Title: Sydney University Molonglo Sky Survey (SUMSS V2.1) (Mauch+ 2008)
#INFO	ivoid=ivo://cds.vizier/viii/81b	    IVOID of underlying data collection
#INFO	creator=Mauch T.	    First author or institution
#INFO	cites=bibcode:2003MNRAS.342.1117M	    Article or Data origin sources
#INFO	original_date=2003	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VIII/81B	    Dataset landing page
#INFO	publication_date=2013-07-10	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	VIII_81B_sumss212:
#Name: VIII/81B/sumss212
#Title: The SUMSS Catalog, Version 2.1r (Feb-16-2012)
#Column	_Glon	(F11.7)	Galactic longitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lon]
#Column	_Glat	(F11.7)	Galactic latitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lat]
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	RAJ2000	(A11)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	e_RAJ2000	(F4.1)	The uncertainty in Right Ascension (1)	[ucd=stat.error;pos.eq.ra]
#Column	DEJ2000	(A12)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	e_DEJ2000	(F4.1)	The uncertainty Declination	[ucd=stat.error;pos.eq.dec]
#Column	Sp	(F7.1)	Peak brightness at 843MHz (in mJy.beam-1)	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	e_Sp	(F6.1)	Uncertainty on Sp	[ucd=stat.error;src.spType]
#Column	St	(F8.1)	Total flux density at 843MHz	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	e_St	(F6.1)	Uncertainty on St	[ucd=stat.error]
#Column	MajAxis	(F6.1)	Fitted major axis	[ucd=phys.angSize;meta.modelled]
#Column	MinAxis	(F5.1)	Fitted minor axis	[ucd=phys.angSize;meta.modelled]
#Column	PA	(F5.1)	Fitted major axis position angle (N to E)	[ucd=pos.posAng;meta.modelled]
#Column	dMajAxis	(F6.1)	Fitted major axis after deconvolution (2)	[ucd=phys.angSize;meta.modelled]
#Column	dMinAxis	(F5.1)	Fitted minor axis after deconvolution (2)	[ucd=phys.angSize;meta.modelled]
#Column	dPA	(F5.1)	? Fitted major axis position angle	[ucd=pos.posAng;meta.modelled]
#Column	Mosaic	(A8)	Mosaic in which the source appears ({\fg{blue3}the link gives an access to the {\bf FITS} image}) (3)	[ucd=obs.image]
#Column	Nm	(I1)	Number of mosaics with the source (4)	[ucd=meta.number]
#Column	Xpos	(F6.1)	Position of the source on quoted mosaic (4)	[ucd=pos.cartesian.x;instr.det]
#Column	Ypos	(F6.1)	Position of the source on quoted mosaic (4)	[ucd=pos.cartesian.y;instr.det]
_Glon	_Glat	_RAJ2000	_DEJ2000	RAJ2000	e_RAJ2000	DEJ2000	e_DEJ2000	Sp	e_Sp	St	e_St	MajAxis	MinAxis	PA	dMajAxis	dMinAxis	dPA	Mosaic	Nm	Xpos	Ypos
226.6842101	-71.2207119	034.0226667	-29.9880833	02 16 05.44	 3.2	-29 59 17.10	 5.3	   24.0	   3.2	    24.0	   3.2	  84.9	 47.2	  7.0	   0.0	  0.0	     	J0224M32	1	1265.4	 720.1
226.5389580	-70.5362377	034.8147500	-29.9796944	02 19 15.54	 1.7	-29 58 46.90	 2.4	   44.6	   2.3	    49.7	   2.5	  93.5	 47.2	174.5	   0.0	  0.0	     	J0224M32	1	1041.0	 723.3
226.4763193	-70.2035243	035.1995833	-29.9754167	02 20 47.90	 3.2	-29 58 31.50	 2.3	   21.5	   1.8	    21.5	   1.8	  85.0	 45.0	 89.1	   0.0	  0.0	     	J0224M32	1	 931.9	 724.6
226.5394566	-70.1500609	035.2600417	-29.9993889	02 21 02.41	 2.6	-29 59 57.80	 3.5	   22.3	   1.8	    23.3	   1.9	  84.9	 54.2	 14.1	   0.0	  0.0	     	J0224M32	1	 914.7	 720.5
226.2593081	-69.9735709	035.4685417	-29.9119722	02 21 52.45	 2.8	-29 54 43.10	 5.8	   10.9	   1.4	    13.3	   1.8	 103.7	 45.0	  0.4	   0.0	  0.0	     	J0224M32	1	 855.8	 735.8
226.1448839	-68.8559553	036.7587500	-29.9116389	02 27 02.10	 2.2	-29 54 41.90	 3.4	   26.8	   2.2	    27.5	   2.3	  86.5	 46.0	175.6	   0.0	  0.0	     	J0224M32	1	 489.8	 735.7
226.3024313	-68.5210004	037.1432500	-29.9785000	02 28 34.38	14.6	-29 58 42.60	10.4	   11.1	   2.5	    29.9	   6.6	 122.5	 84.8	 98.7	   0.0	  0.0	     	J0224M32	1	 380.9	 723.6
226.3333797	-68.3150449	037.3805833	-29.9955556	02 29 31.34	 5.6	-29 59 44.00	 7.0	   16.7	   2.7	    16.8	   2.7	  84.9	 61.4	158.7	   0.0	  0.0	     	J0224M32	1	 313.7	 720.2
226.2048033	-68.2035944	037.5105833	-29.9507500	02 30 02.54	 3.0	-29 57 02.70	 5.2	   17.9	   2.4	    17.9	   2.4	  84.9	 45.4	  1.8	   0.0	  0.0	     	J0224M32	1	 276.7	 727.7
226.2593966	-67.9271698	037.8290417	-29.9773889	02 31 18.97	 2.3	-29 58 38.60	 2.5	   55.1	   2.9	    62.5	   3.3	  84.9	 69.0	 36.7	   0.0	  0.0	     	J0224M32	1	 186.6	 722.4
226.0969688	-67.5144924	038.3065417	-29.9233611	02 33 13.57	 1.5	-29 55 24.10	 1.7	  398.1	  12.1	   413.1	  12.5	  88.1	 45.1	179.7	   0.0	  0.0	     	J0224M32	2	  50.9	 730.4
226.1702597	-67.3485136	038.4975833	-29.9539167	02 33 59.42	 3.9	-29 57 14.10	 2.7	   20.9	   2.2	    20.9	   2.2	  84.9	 45.8	103.4	   0.0	  0.0	     	J0242M32	1	1272.7	 726.0
226.0845958	-66.9993760	038.9009167	-29.9248611	02 35 36.22	 2.6	-29 55 29.50	 2.5	   30.4	   2.0	    30.4	   2.0	  84.9	 52.4	 53.7	   0.0	  0.0	     	J0242M32	1	1158.5	 732.0
226.1450441	-66.1535053	039.8768750	-29.9537500	02 39 30.45	 1.7	-29 57 13.50	 1.9	   78.6	   3.0	    78.6	   3.0	  84.9	 59.8	 39.3	   0.0	  0.0	     	J0242M32	1	 881.7	 728.5
226.0645647	-66.1389591	039.8937083	-29.9212222	02 39 34.49	 1.8	-29 55 16.40	 2.5	   35.9	   2.1	    35.9	   2.1	  84.9	 47.1	  6.2	   0.0	  0.0	     	J0242M32	1	 877.0	 734.2
226.1104130	-65.9177913	040.1489167	-29.9398056	02 40 35.74	 2.8	-29 56 23.30	 2.9	   29.1	   2.1	    29.1	   2.1	  84.9	 56.7	 44.3	   0.0	  0.0	     	J0242M32	1	 804.6	 731.1
226.2027102	-64.3792422	041.9249583	-29.9663611	02 47 41.99	 2.9	-29 57 58.90	 2.5	   26.8	   2.0	    26.8	   2.0	  84.9	 48.8	 62.4	   0.0	  0.0	     	J0242M32	1	 301.0	 725.2
226.1586413	-64.0383967	042.3179167	-29.9413889	02 49 16.30	 1.8	-29 56 29.00	 2.7	   28.5	   1.7	    32.1	   1.9	  95.1	 46.3	174.6	   0.0	  0.0	     	J0242M32	1	 189.5	 728.6
226.0731348	-63.4905947	042.9487917	-29.8912778	02 51 47.71	 1.9	-29 53 28.60	 2.5	   41.4	   1.9	    58.2	   4.3	 107.3	 58.5	 16.6	  72.1	  0.0	 35.2	J0242M32	1	  10.4	 735.5
226.2715615	-63.4803336	042.9631250	-29.9795833	02 51 51.15	 2.0	-29 58 46.50	 3.0	   19.9	   1.5	    20.0	   1.5	  84.9	 45.8	  4.5	   0.0	  0.0	     	J0300M32	1	1282.3	 721.4
226.2685238	-63.3291747	043.1375417	-29.9746389	02 52 33.01	 1.7	-29 58 28.70	 2.2	   41.8	   2.0	    43.2	   2.1	  87.7	 45.1	179.8	   0.0	  0.0	     	J0300M32	1	1232.9	 722.8
226.2400121	-63.2562768	043.2212917	-29.9600000	02 52 53.11	 1.5	-29 57 36.00	 1.7	  654.5	  19.7	   659.4	  19.9	  84.9	 49.6	171.8	   0.0	  0.0	     	J0300M32	1	1209.3	 725.5
226.4119481	-61.9648686	044.7142917	-29.9992222	02 58 51.43	 6.5	-29 59 57.20	 6.2	   11.8	   2.1	    11.8	   2.1	  84.9	 54.0	130.9	   0.0	  0.0	     	J0300M32	1	 786.0	 720.9
226.3817914	-61.4607933	045.2951667	-29.9653889	03 01 10.84	 2.2	-29 57 55.40	 2.9	   38.7	   2.4	    41.3	   2.6	  84.9	 56.4	 15.6	   0.0	  0.0	     	J0300M32	1	 621.3	 726.7
226.3222459	-60.8586098	045.9878750	-29.9095833	03 03 57.09	 2.3	-29 54 34.50	 2.3	   33.4	   1.9	    33.5	   1.9	  84.9	 53.7	 49.5	   0.0	  0.0	     	J0300M32	1	 424.8	 735.8
226.5058080	-60.7998242	046.0605417	-29.9961667	03 04 14.53	 1.8	-29 59 46.20	 2.5	   29.9	   1.7	    30.6	   1.8	  86.8	 45.1	  0.8	   0.0	  0.0	     	J0300M32	1	 404.4	 720.7
226.3657403	-60.7845067	046.0744583	-29.9271667	03 04 17.87	 3.0	-29 55 37.80	 4.5	   14.4	   1.6	    14.4	   1.6	  84.9	 50.3	169.6	   0.0	  0.0	     	J0300M32	1	 400.3	 732.6
226.4526655	-59.7328335	047.2887917	-29.9142778	03 09 09.31	 3.1	-29 54 51.40	 6.4	   10.9	   1.5	    14.5	   2.0	 111.6	 46.5	173.9	   0.0	  0.0	     	J0300M32	2	  55.9	 732.0
226.4839252	-59.6523937	047.3825000	-29.9253611	03 09 31.80	 2.4	-29 55 31.30	 4.9	   20.8	   1.6	    40.6	   5.3	 157.5	 52.5	166.8	 133.9	  0.0	163.0	J0300M32	2	  29.4	 729.8
226.4638404	-59.6214478	047.4174583	-29.9134167	03 09 40.19	 1.5	-29 54 48.30	 1.7	  168.9	   5.3	   168.9	   5.3	  84.9	 47.1	  4.6	   0.0	  0.0	     	J0300M32	2	  19.4	 731.7
226.5479547	-59.0819975	048.0417083	-29.9233889	03 12 10.01	 5.3	-29 55 24.20	 6.9	   13.3	   2.1	    13.3	   2.1	  84.9	 59.8	161.6	   0.0	  0.0	     	J0318M32	1	1118.6	 732.6
226.6510618	-58.7937124	048.3776250	-29.9581389	03 13 30.63	 3.2	-29 57 29.30	 4.9	   18.0	   2.2	    18.0	   2.2	  84.9	 49.3	  9.3	   0.0	  0.0	     	J0318M32	1	1023.2	 727.2
226.7256704	-58.3028666	048.9459167	-29.9644722	03 15 47.02	10.3	-29 57 52.10	 8.7	   11.0	   2.4	    17.4	   3.8	  85.0	 71.1	 89.0	   0.0	  0.0	     	J0318M32	1	 862.1	 726.7
226.7678054	-57.9076390	049.4027917	-29.9590833	03 17 36.67	 1.5	-29 57 32.70	 1.8	  107.4	   3.8	   112.5	   4.0	  88.4	 46.1	175.7	   0.0	  0.0	     	J0318M32	1	 732.6	 727.9
226.8237788	-56.8456878	050.6272917	-29.9080278	03 22 30.55	 1.8	-29 54 28.90	 1.8	   62.6	   2.5	    62.6	   2.5	  84.9	 45.4	 98.3	   0.0	  0.0	     	J0318M32	1	 385.2	 735.8
227.1042404	-56.0336016	051.5762083	-29.9948056	03 26 18.29	 1.9	-29 59 41.30	 2.7	   32.5	   2.0	    32.5	   2.0	  84.9	 45.1	177.9	   0.0	  0.0	     	J0318M32	2	 116.7	 718.7
227.0107638	-55.6924391	051.9631250	-29.9125833	03 27 51.15	 1.8	-29 54 45.30	 1.9	  104.2	   3.9	   128.9	   4.8	  84.9	 67.2	 46.2	   0.0	  0.0	     	J0336M32	1	1282.7	 733.1
227.0869153	-55.5190013	052.1669167	-29.9397222	03 28 40.06	 1.7	-29 56 23.00	 1.8	   91.5	   3.5	    95.5	   3.6	  84.9	 48.6	 73.4	   0.0	  0.0	     	J0336M32	1	1224.8	 728.9
227.0576605	-55.4861175	052.2029583	-29.9202222	03 28 48.71	 9.3	-29 55 12.80	 8.3	   13.4	   2.5	    23.6	   4.3	  91.4	 76.8	114.4	   0.0	  0.0	     	J0336M32	1	1214.7	 732.4
227.1489807	-55.1833827	052.5563333	-29.9439444	03 30 13.52	 1.9	-29 56 38.20	 3.5	   36.3	   2.4	    55.7	   6.6	 129.5	 46.0	  4.8	  98.0	  0.0	  7.4	J0336M32	1	1114.4	 729.1
227.1770729	-54.7652357	053.0384167	-29.9201667	03 32 09.22	 6.0	-29 55 12.60	 5.3	   13.7	   2.3	    13.7	   2.3	  84.9	 51.8	 54.7	   0.0	  0.0	     	J0336M32	1	 977.7	 734.0
227.5871528	-52.2996945	055.8966250	-29.8995833	03 43 35.19	 2.3	-29 53 58.50	 2.3	   49.9	   2.7	    53.3	   2.8	  84.9	 57.3	129.0	   0.0	  0.0	     	J0336M32	1	 167.0	 735.7
227.7254983	-52.0775260	056.1626250	-29.9579722	03 44 39.03	10.6	-29 57 28.70	12.7	   10.7	   1.7	    39.0	   6.1	 169.9	 98.2	 34.6	   0.0	  0.0	     	J0354M32	2	1367.6	 724.3
227.9084062	-51.2457925	057.1314583	-29.9712222	03 48 31.55	 2.3	-29 58 16.40	 1.9	   34.2	   1.9	    34.3	   1.9	  85.0	 45.0	 91.3	   0.0	  0.0	     	J0354M32	1	1093.0	 724.5
228.0572373	-50.5607453	057.9296250	-29.9787778	03 51 43.11	 1.7	-29 58 43.60	 2.4	   33.4	   1.8	    33.4	   1.8	  84.9	 45.5	177.3	   0.0	  0.0	     	J0354M32	1	 866.7	 724.2
228.2188693	-49.2756814	059.4155000	-29.9113889	03 57 39.72	 1.5	-29 54 41.00	 1.8	  158.9	   5.1	   158.9	   5.1	  84.9	 48.1	172.3	   0.0	  0.0	     	J0354M32	1	 445.3	 735.6
228.3059597	-49.0153139	059.7221250	-29.9316667	03 58 53.31	 3.5	-29 55 54.00	 2.4	   22.6	   2.0	    22.8	   2.0	  84.9	 45.8	 98.3	   0.0	  0.0	     	J0354M32	1	 358.4	 731.6
228.3530699	-48.7318672	060.0509583	-29.9224722	04 00 12.23	 6.1	-29 55 20.90	 3.6	   10.9	   1.8	    10.9	   1.8	  84.9	 45.1	 93.7	   0.0	  0.0	     	J0354M32	1	 265.1	 732.6
228.3774111	-48.5682435	060.2404583	-29.9150833	04 00 57.71	 2.6	-29 54 54.30	 3.9	   20.7	   2.0	    20.7	   2.0	  84.9	 49.7	  8.4	   0.0	  0.0	     	J0354M32	1	 211.4	 733.4
228.5581560	-47.8333761	061.0995417	-29.9272500	04 04 23.89	 1.5	-29 55 38.10	 1.8	  151.1	   4.9	   153.8	   4.9	  84.9	 60.3	 20.5	   0.0	  0.0	     	J0412M32	1	1243.9	 730.9
228.7377056	-47.1789391	061.8672083	-29.9487778	04 07 28.13	 3.4	-29 56 55.60	 4.8	   12.0	   1.4	    12.1	   1.4	  84.9	 54.5	 14.5	   0.0	  0.0	     	J0412M32	1	1026.2	 728.8
228.8270864	-47.0939441	061.9748750	-29.9959167	04 07 53.97	 2.2	-29 59 45.30	 3.4	   18.4	   1.5	    19.9	   1.6	  90.6	 47.9	173.5	   0.0	  0.0	     	J0412M32	1	 995.5	 720.8
228.9667944	-46.2808694	062.9193333	-29.9641667	04 11 40.64	 1.6	-29 57 51.00	 2.1	   55.3	   2.5	    56.7	   2.6	  87.1	 45.1	178.7	   0.0	  0.0	     	J0412M32	1	 727.9	 727.0
229.2295161	-44.9629760	064.4545000	-29.9297500	04 17 49.08	 5.8	-29 55 47.10	 6.5	   16.1	   2.4	    16.1	   2.4	  84.9	 65.2	147.8	   0.0	  0.0	     	J0412M32	1	 292.5	 731.5
229.4400263	-44.4410252	065.0775417	-29.9884444	04 20 18.61	 2.1	-29 59 18.40	 3.2	   20.6	   1.6	    20.6	   1.6	  84.9	 45.4	  3.5	   0.0	  0.0	     	J0430M32	2	1391.5	 718.7
229.3778287	-44.2400930	065.2970833	-29.9099167	04 21 11.30	 5.1	-29 54 35.70	 5.4	   15.2	   1.7	    20.6	   2.4	  84.9	 74.2	144.1	   0.0	  0.0	     	J0430M32	2	1329.8	 733.0
229.3619901	-44.2033455	065.3365417	-29.8923333	04 21 20.77	 1.8	-29 53 32.40	 1.8	   53.8	   2.2	    53.8	   2.2	  85.0	 45.1	 92.1	   0.0	  0.0	     	J0412M32	1	  42.2	 735.7
229.9108305	-42.3935760	067.4736250	-29.9585278	04 29 53.67	 2.8	-29 57 30.70	 3.7	   27.1	   2.3	    29.1	   2.5	  84.9	 56.5	 15.9	   0.0	  0.0	     	J0430M32	1	 712.5	 728.0
229.9643930	-42.1848951	067.7187917	-29.9583889	04 30 52.51	 2.1	-29 57 30.20	 3.7	   24.2	   2.0	    28.2	   2.4	  99.1	 45.0	  0.6	   0.0	  0.0	     	J0430M32	1	 643.0	 728.0
230.0548775	-41.7283686	068.2508333	-29.9378611	04 33 00.20	 1.5	-29 56 16.30	 1.7	 1494.0	  44.9	  1760.0	  52.9	  84.9	 68.1	137.4	   0.0	  0.0	     	J0430M32	1	 492.1	 731.2
230.1595659	-41.6288369	068.3808750	-29.9955556	04 33 31.41	 4.6	-29 59 44.00	 5.4	   22.2	   2.6	    22.2	   2.6	  84.9	 65.9	 24.9	   0.0	  0.0	     	J0430M32	1	 455.3	 721.0
230.1720423	-41.3309162	068.7204167	-29.9473056	04 34 52.90	 5.0	-29 56 50.30	 6.9	   12.6	   1.9	    16.0	   2.4	  94.1	 61.1	 19.7	   0.0	  0.0	     	J0430M32	1	 358.9	 728.9
230.2678824	-40.9900525	069.1225000	-29.9515000	04 36 29.40	 3.4	-29 57 05.40	 2.3	   21.9	   1.9	    21.9	   1.9	  85.0	 45.0	 90.6	   0.0	  0.0	     	J0430M32	1	 245.0	 727.4
230.2449949	-40.8900063	069.2317500	-29.9148333	04 36 55.62	 5.7	-29 54 53.40	 8.2	   13.9	   2.4	    18.9	   3.2	 102.0	 60.0	159.9	   0.0	  0.0	     	J0430M32	1	 213.8	 733.5
230.2667572	-40.7428825	069.4018750	-29.9018056	04 37 36.45	 1.5	-29 54 06.50	 1.7	 1564.0	  47.0	  1592.0	  47.8	  84.9	 59.6	 17.9	   0.0	  0.0	     	J0430M32	1	 165.5	 735.3
230.3772426	-40.7531857	069.4093750	-29.9858889	04 37 38.25	 3.3	-29 59 09.20	 3.7	   31.9	   2.7	    31.9	   2.7	  84.9	 61.3	 35.9	   0.0	  0.0	     	J0430M32	1	 163.9	 720.7
230.4029507	-40.2148373	070.0225833	-29.8972778	04 40 05.42	 3.0	-29 53 50.20	 5.6	   12.0	   1.6	    13.5	   1.8	  94.9	 46.1	  5.2	   0.0	  0.0	     	J0448M32	1	1265.9	 735.9
230.6475296	-39.7307841	070.6135417	-29.9821111	04 42 27.25	 6.1	-29 58 55.60	 6.8	   15.3	   2.4	    15.3	   2.4	  84.9	 63.9	 33.8	   0.0	  0.0	     	J0448M32	1	1098.0	 722.6
230.6800957	-39.5454851	070.8288333	-29.9685278	04 43 18.92	 5.4	-29 58 06.70	 8.3	   10.6	   1.9	    13.6	   2.4	  98.9	 57.7	163.5	   0.0	  0.0	     	J0448M32	1	1037.0	 725.3
230.7241263	-39.2091336	071.2167083	-29.9318889	04 44 52.01	10.2	-29 55 54.80	 6.1	   10.2	   2.2	    15.6	   3.3	 101.2	 57.7	 97.7	   0.0	  0.0	     	J0448M32	1	 927.2	 732.2
230.7058350	-39.1836780	071.2420000	-29.9126944	04 44 58.08	 9.6	-29 54 45.70	12.2	   10.6	   2.2	    21.4	   4.5	 130.4	 71.2	148.1	   0.0	  0.0	     	J0448M32	1	 920.0	 735.5
231.0751276	-38.1520700	072.4760833	-29.9746667	04 49 54.26	 6.5	-29 58 28.80	 6.6	   11.8	   2.1	    11.8	   2.1	  84.9	 56.7	135.6	   0.0	  0.0	     	J0448M32	1	 570.0	 725.0
231.1757548	-37.8012903	072.8912500	-29.9757778	04 51 33.90	 4.0	-29 58 32.80	 6.2	   10.7	   1.6	    10.7	   1.6	  84.9	 51.5	 10.7	   0.0	  0.0	     	J0448M32	1	 452.3	 724.4
231.6253103	-36.2877540	074.6870000	-29.9862778	04 58 44.88	12.0	-29 59 10.60	11.5	   13.3	   3.2	    22.9	   5.5	  89.7	 79.9	123.6	   0.0	  0.0	     	J0506M32	1	1218.8	 720.9
231.6587518	-36.1138911	074.8895000	-29.9725278	04 59 33.48	 1.6	-29 58 21.10	 2.0	   83.2	   3.4	    99.1	   6.4	 101.2	 45.1	  0.4	  55.0	  0.0	  1.1	J0506M32	1	1161.5	 723.7
231.7812999	-35.7288457	075.3484583	-29.9796667	05 01 23.63	 3.9	-29 58 46.80	 6.4	   11.4	   1.9	    11.4	   1.9	  84.9	 47.9	  7.7	   0.0	  0.0	     	J0506M32	1	1031.4	 723.4
231.8684105	-35.3076148	075.8402917	-29.9495278	05 03 21.67	 2.3	-29 56 58.30	 1.9	   40.2	   2.2	    40.3	   2.2	  84.9	 45.2	 84.0	   0.0	  0.0	     	J0506M32	1	 892.1	 729.2
232.3588736	-33.8601729	077.5742917	-29.9913889	05 10 17.83	 4.1	-29 59 29.00	 4.2	   21.7	   2.2	    25.0	   2.5	  84.9	 65.0	134.7	   0.0	  0.0	     	J0506M32	1	 400.5	 721.5
232.4844940	-33.2635535	078.2713750	-29.9441389	05 13 05.13	 2.0	-29 56 38.90	 1.9	   58.5	   2.8	    58.5	   2.8	  84.9	 47.7	 66.1	   0.0	  0.0	     	J0506M32	1	 202.7	 728.3
232.5622496	-33.1760694	078.3880000	-29.9850833	05 13 33.12	 2.5	-29 59 06.30	 4.1	   29.8	   2.6	    38.3	   3.3	 104.3	 51.5	168.0	   0.0	  0.0	     	J0506M32	1	 169.9	 720.9
233.1879137	-31.2077649	080.7412917	-29.9870556	05 22 57.91	 1.5	-29 59 13.40	 1.7	  443.4	  13.5	   443.5	  13.5	  84.9	 45.8	102.4	   0.0	  0.0	     	J0524M32	1	 778.3	 723.0
233.1165297	-31.1839668	080.7490000	-29.9218611	05 22 59.76	 1.5	-29 55 18.70	 1.8	  196.1	   6.3	   225.0	   9.9	  93.4	 51.2	169.3	  46.8	  0.0	141.2	J0524M32	1	 776.2	 734.3
233.3421467	-30.7447367	081.2972500	-29.9905556	05 25 11.34	 2.4	-29 59 26.00	 5.0	   17.0	   1.7	    25.1	   2.5	 119.4	 47.9	  3.2	   0.0	  0.0	     	J0524M32	1	 620.7	 722.4
233.3708029	-30.5723627	081.4965417	-29.9677500	05 25 59.17	 8.0	-29 58 03.90	 7.8	   14.3	   2.2	    25.8	   4.1	  98.2	 79.3	131.3	   0.0	  0.0	     	J0524M32	1	 564.2	 726.2
233.3348921	-30.5200685	081.5449583	-29.9238056	05 26 10.79	 5.1	-29 55 25.70	 4.5	   19.4	   2.3	    26.3	   3.1	  86.5	 63.6	118.6	   0.0	  0.0	     	J0524M32	1	 550.4	 733.8
233.3552479	-30.4575156	081.6199167	-29.9236944	05 26 28.78	 4.1	-29 55 25.30	 4.3	   26.5	   2.4	    36.2	   3.3	  84.9	 73.7	143.5	   0.0	  0.0	     	J0524M32	1	 529.2	 733.7
233.4143795	-30.3150455	081.7941250	-29.9339722	05 27 10.59	10.7	-29 56 02.30	 6.6	   14.9	   2.1	    49.5	   6.9	 153.2	 84.3	105.0	   0.0	  0.0	     	J0524M32	1	 479.8	 731.8
233.4043070	-30.2915573	081.8174583	-29.9191944	05 27 16.19	 8.6	-29 55 09.10	 8.9	   10.1	   2.2	    11.2	   2.4	  84.9	 64.8	138.9	   0.0	  0.0	     	J0524M32	1	 473.1	 734.3
233.4752589	-30.1141460	082.0337083	-29.9296111	05 28 08.09	12.5	-29 55 46.60	11.4	   11.7	   2.4	    30.7	   6.2	 139.2	 80.1	 50.5	   0.0	  0.0	     	J0524M32	1	 411.8	 732.2
233.7573579	-29.4639511	082.8330417	-29.9851111	05 31 19.93	 2.2	-29 59 06.40	 2.9	   49.1	   3.0	    56.3	   3.5	  88.0	 57.9	 16.3	   0.0	  0.0	     	J0524M32	1	 185.5	 721.0
233.8200162	-29.2278055	083.1124167	-29.9715278	05 32 26.98	10.0	-29 58 17.50	 9.9	   12.9	   2.6	    22.4	   4.4	  85.0	 82.8	118.3	   0.0	  0.0	     	J0542M32	2	1381.7	 721.8
234.0502123	-28.3835427	084.1127917	-29.9253889	05 36 27.07	 5.2	-29 55 31.40	 6.3	   13.5	   1.9	    13.5	   1.9	  84.9	 63.8	157.5	   0.0	  0.0	     	J0542M32	1	1098.4	 732.4
234.2308972	-27.9079163	084.6913333	-29.9406111	05 38 45.92	 1.8	-29 56 26.20	 2.5	   40.1	   2.3	    40.2	   2.3	  85.1	 45.4	  2.8	   0.0	  0.0	     	J0542M32	1	 934.3	 730.6
234.7262444	-26.6144198	086.2678333	-29.9796667	05 45 04.28	 2.0	-29 58 46.80	 2.0	  102.8	   3.9	   228.2	  12.4	 102.1	 83.3	 84.8	  91.5	  0.0	 87.9	J0542M32	1	 487.3	 723.9
234.6753673	-26.5977705	086.2704167	-29.9312778	05 45 04.90	10.6	-29 55 52.60	10.6	   12.4	   2.6	    21.4	   4.4	  85.5	 84.6	125.6	   0.0	  0.0	     	J0542M32	1	 486.5	 732.3
234.6827520	-26.5025035	086.3775417	-29.9089444	05 45 30.61	 1.7	-29 54 32.20	 2.4	   58.1	   2.9	    65.9	   3.3	  94.7	 47.8	172.7	   0.0	  0.0	     	J0542M32	1	 456.1	 736.0
235.1090217	-25.2795866	087.8560000	-29.9004167	05 51 25.44	 5.8	-29 54 01.50	 3.4	   13.2	   2.0	    13.2	   2.0	  85.0	 45.1	 91.4	   0.0	  0.0	     	J0542M32	2	  36.8	 734.2
235.8253000	-23.5921274	089.9414583	-29.9853333	05 59 45.95	 7.9	-29 59 07.20	 8.8	   13.3	   2.6	    14.9	   2.9	  84.9	 69.1	150.7	   0.0	  0.0	     	J0600M32	1	 721.6	 723.3
